"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"06/2024";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços - Unidades com vínculo direto";"19.372.715,00";"19.107.921,15";"14.616.059,35";"1.528,00";
"01/2024";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços - Unidades com vínculo direto";"99.871.198,00";"15.606.541,97";"2.367.457,08";"19.858.422,10";
"04/2024";"51000 - Ministério do Esporte";"51000 - Ministério do Esporte - Unidades com vínculo direto";"84.037.531,69";"15.550.071,94";"15.469.685,11";"77.478.743,78";
"05/2024";"51000 - Ministério do Esporte";"51000 - Ministério do Esporte - Unidades com vínculo direto";"641.517.033,63";"13.750.982,73";"13.685.339,62";"27.938.144,12";
"03/2024";"51000 - Ministério do Esporte";"51000 - Ministério do Esporte - Unidades com vínculo direto";"57.978.068,09";"7.820.711,12";"7.834.309,50";"135.782.308,38";
"01/2024";"51000 - Ministério do Esporte";"51000 - Ministério do Esporte - Unidades com vínculo direto";"4.216.298,12";"478.354,05";"477.591,48";"16.191.042,07";
"06/2024";"51000 - Ministério do Esporte";"51000 - Ministério do Esporte - Unidades com vínculo direto";"474.220.126,84";"28.860.552,58";"26.804.002,31";"30.582.968,43";
"07/2024";"51000 - Ministério do Esporte";"51000 - Ministério do Esporte - Unidades com vínculo direto";"194.576.546,27";"23.281.017,59";"24.617.153,59";"83.330.476,00";
"02/2024";"51000 - Ministério do Esporte";"51000 - Ministério do Esporte - Unidades com vínculo direto";"15.592.238,56";"1.493.285,71";"1.422.220,70";"14.968.782,99";
"04/2024";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"44000 - Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto";"86.274.569,41";"26.068.335,96";"26.026.515,51";"4.855.068,21";
"01/2024";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"44000 - Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto";"173.174.094,58";"20.477.644,71";"8.847.174,95";"16.793.915,68";
"03/2024";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"44000 - Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto";"14.732.423,63";"25.239.059,12";"24.898.421,52";"8.534.336,11";
"05/2024";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"44000 - Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto";"29.116.385,49";"26.711.998,02";"25.953.352,88";"1.492.731,35";
"02/2024";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"44000 - Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto";"7.296.241,78";"18.153.024,97";"18.352.493,30";"2.944.405,83";
"06/2024";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"44000 - Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto";"21.536.205,15";"43.591.309,44";"31.046.954,20";"5.848.742,64";
"07/2024";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"44000 - Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto";"58.702.374,88";"32.838.452,56";"42.465.716,23";"8.595.175,25";
"05/2024";"47000 - Ministério do Planejamento e Orçamento";"47000 - Ministério do Planejamento e Orçamento - Unidades com vínculo direto";"168.839.386,47";"398.053.095,20";"397.719.587,15";"0,00";
"02/2024";"47000 - Ministério do Planejamento e Orçamento";"47000 - Ministério do Planejamento e Orçamento - Unidades com vínculo direto";"- 18.361,37";"21.081.260,37";"21.972.199,15";"0,00";
"06/2024";"47000 - Ministério do Planejamento e Orçamento";"47000 - Ministério do Planejamento e Orçamento - Unidades com vínculo direto";"636.134.679,35";"29.794.389,15";"26.482.839,52";"358.285,99";
"01/2024";"47000 - Ministério do Planejamento e Orçamento";"47000 - Ministério do Planejamento e Orçamento - Unidades com vínculo direto";"204.126.124,00";"25.360.984,82";"7.531.704,65";"21.643.884,70";
"04/2024";"47000 - Ministério do Planejamento e Orçamento";"47000 - Ministério do Planejamento e Orçamento - Unidades com vínculo direto";"357.464.009,49";"134.590.138,00";"137.016.098,37";"0,00";
"07/2024";"47000 - Ministério do Planejamento e Orçamento";"47000 - Ministério do Planejamento e Orçamento - Unidades com vínculo direto";"71.527.390,31";"21.780.861,05";"17.851.505,10";"615,00";
"03/2024";"47000 - Ministério do Planejamento e Orçamento";"47000 - Ministério do Planejamento e Orçamento - Unidades com vínculo direto";"619.069.865,24";"369.424.201,01";"366.615.196,12";"836.060,61";
"07/2024";"40000 - Ministério do Trabalho e Emprego";"40000 - Ministério do Trabalho e Emprego - Unidades com vínculo direto";"337.598.990,63";"280.516.495,03";"316.436.172,37";"9.014.907,25";
"05/2024";"40000 - Ministério do Trabalho e Emprego";"40000 - Ministério do Trabalho e Emprego - Unidades com vínculo direto";"- 181.966.480,98";"137.860.932,17";"130.300.801,73";"6.129.683,48";
"03/2024";"40000 - Ministério do Trabalho e Emprego";"40000 - Ministério do Trabalho e Emprego - Unidades com vínculo direto";"84.695.498,67";"172.419.857,56";"167.699.283,79";"5.564.893,67";
"01/2024";"40000 - Ministério do Trabalho e Emprego";"40000 - Ministério do Trabalho e Emprego - Unidades com vínculo direto";"77.945.637,14";"52.262.574,33";"52.033.979,54";"125.927.490,92";
"06/2024";"40000 - Ministério do Trabalho e Emprego";"40000 - Ministério do Trabalho e Emprego - Unidades com vínculo direto";"435.614.527,23";"208.403.334,47";"200.364.462,61";"12.599.377,71";
"04/2024";"40000 - Ministério do Trabalho e Emprego";"40000 - Ministério do Trabalho e Emprego - Unidades com vínculo direto";"172.160.585,28";"153.148.763,96";"122.196.133,08";"4.732.445,62";
"02/2024";"40000 - Ministério do Trabalho e Emprego";"40000 - Ministério do Trabalho e Emprego - Unidades com vínculo direto";"105.271.254,65";"57.220.199,91";"56.854.547,10";"16.527.512,79";
"03/2024";"54000 - Ministério do Turismo";"54000 - Ministério do Turismo - Unidades com vínculo direto";"79.659.062,10";"5.570.936,35";"5.421.666,68";"36.807.614,01";
"04/2024";"54000 - Ministério do Turismo";"54000 - Ministério do Turismo - Unidades com vínculo direto";"189.365.719,51";"55.784.867,06";"55.799.923,27";"15.042.385,31";
"05/2024";"54000 - Ministério do Turismo";"54000 - Ministério do Turismo - Unidades com vínculo direto";"- 52.278.042,50";"23.097.245,75";"22.725.492,66";"30.546.401,44";
"02/2024";"54000 - Ministério do Turismo";"54000 - Ministério do Turismo - Unidades com vínculo direto";"909.593,45";"5.610.334,72";"5.646.488,51";"6.081.631,72";
"06/2024";"54000 - Ministério do Turismo";"54000 - Ministério do Turismo - Unidades com vínculo direto";"432.745.358,95";"75.233.077,44";"73.586.879,21";"24.064.354,66";
"07/2024";"54000 - Ministério do Turismo";"54000 - Ministério do Turismo - Unidades com vínculo direto";"224.864.035,77";"18.472.853,17";"19.782.888,87";"30.451.225,47";
"01/2024";"54000 - Ministério do Turismo";"54000 - Ministério do Turismo - Unidades com vínculo direto";"68.379.704,56";"5.161.134,54";"754.591,72";"4.909.908,12";
"05/2024";"81000 - Ministério dos Direitos Humanos e Cidadania";"81000 - Ministério dos Direitos Humanos e Cidadania - Unidades com vínculo direto";"106.230.087,26";"12.916.479,33";"13.188.097,65";"20.060.752,09";
"06/2024";"81000 - Ministério dos Direitos Humanos e Cidadania";"81000 - Ministério dos Direitos Humanos e Cidadania - Unidades com vínculo direto";"49.799.318,74";"32.631.705,48";"31.915.174,82";"9.920.111,21";
"01/2024";"81000 - Ministério dos Direitos Humanos e Cidadania";"81000 - Ministério dos Direitos Humanos e Cidadania - Unidades com vínculo direto";"36.896.441,46";"3.060.482,33";"720.587,99";"7.920.654,06";
"02/2024";"81000 - Ministério dos Direitos Humanos e Cidadania";"81000 - Ministério dos Direitos Humanos e Cidadania - Unidades com vínculo direto";"44.743.153,06";"3.557.573,87";"3.782.986,48";"19.118.857,60";
"03/2024";"81000 - Ministério dos Direitos Humanos e Cidadania";"81000 - Ministério dos Direitos Humanos e Cidadania - Unidades com vínculo direto";"12.015.538,63";"12.418.761,90";"11.233.851,49";"22.463.890,14";
"04/2024";"81000 - Ministério dos Direitos Humanos e Cidadania";"81000 - Ministério dos Direitos Humanos e Cidadania - Unidades com vínculo direto";"25.424.241,03";"21.737.578,71";"21.520.131,57";"23.966.159,85";
"07/2024";"81000 - Ministério dos Direitos Humanos e Cidadania";"81000 - Ministério dos Direitos Humanos e Cidadania - Unidades com vínculo direto";"73.632.250,18";"35.821.922,25";"34.889.660,56";"6.978.528,54";
"07/2024";"84000 - Ministério dos Povos Indígenas";"84000 - Ministério dos Povos Indígenas - Unidades com vínculo direto";"- 40.920.567,88";"5.251.990,79";"5.666.343,12";"0,00";
"02/2024";"84000 - Ministério dos Povos Indígenas";"84000 - Ministério dos Povos Indígenas - Unidades com vínculo direto";"780.865,15";"1.168.847,59";"1.345.968,71";"110,73";
"01/2024";"84000 - Ministério dos Povos Indígenas";"84000 - Ministério dos Povos Indígenas - Unidades com vínculo direto";"11.385.724,10";"1.358.269,08";"17.276,18";"1.292.644,19";
"06/2024";"84000 - Ministério dos Povos Indígenas";"84000 - Ministério dos Povos Indígenas - Unidades com vínculo direto";"322.569,47";"9.707.673,13";"9.427.681,96";"0,00";
"03/2024";"84000 - Ministério dos Povos Indígenas";"84000 - Ministério dos Povos Indígenas - Unidades com vínculo direto";"186.795.362,09";"1.488.619,34";"1.347.891,68";"0,00";
"05/2024";"84000 - Ministério dos Povos Indígenas";"84000 - Ministério dos Povos Indígenas - Unidades com vínculo direto";"391.814,22";"5.073.813,30";"4.674.343,90";"0,00";
"04/2024";"84000 - Ministério dos Povos Indígenas";"84000 - Ministério dos Povos Indígenas - Unidades com vínculo direto";"57.723,24";"1.388.442,98";"1.365.878,49";"0,00";
"02/2024";"39000 - Ministério dos Transportes";"39000 - Ministério dos Transportes - Unidades com vínculo direto";"4.192.035,10";"10.753.695,62";"11.931.262,80";"12.747.033,36";
"01/2024";"39000 - Ministério dos Transportes";"39000 - Ministério dos Transportes - Unidades com vínculo direto";"104.933.484,48";"12.416.285,40";"2.267.546,11";"19.433.825,80";
"07/2024";"39000 - Ministério dos Transportes";"39000 - Ministério dos Transportes - Unidades com vínculo direto";"69.663.559,23";"26.895.934,51";"21.717.611,71";"3.031.958,11";
"06/2024";"39000 - Ministério dos Transportes";"39000 - Ministério dos Transportes - Unidades com vínculo direto";"13.123.250,08";"28.599.280,34";"26.003.001,61";"4.800.701,67";
"03/2024";"39000 - Ministério dos Transportes";"39000 - Ministério dos Transportes - Unidades com vínculo direto";"19.573.222,18";"20.395.580,13";"20.125.910,85";"11.695.083,63";
"04/2024";"39000 - Ministério dos Transportes";"39000 - Ministério dos Transportes - Unidades com vínculo direto";"79.526.526,84";"19.722.206,58";"16.265.792,57";"13.655.197,15";
"05/2024";"39000 - Ministério dos Transportes";"39000 - Ministério dos Transportes - Unidades com vínculo direto";"30.151.161,23";"18.756.046,16";"20.417.905,04";"5.847.192,69";
"07/2024";"32000 - Ministério de Minas e Energia";"20302 - Nuclebrás Equipamentos Pesados S.A.";"270.408,54";"35.633.974,38";"39.946.483,97";"0,00";
"03/2024";"32000 - Ministério de Minas e Energia";"20302 - Nuclebrás Equipamentos Pesados S.A.";"15.506.328,62";"38.536.342,72";"29.140.121,36";"1.256.117,01";
"01/2024";"32000 - Ministério de Minas e Energia";"20302 - Nuclebrás Equipamentos Pesados S.A.";"337.299.851,44";"36.191.986,67";"13.112.457,61";"22.767.721,39";
"05/2024";"32000 - Ministério de Minas e Energia";"20302 - Nuclebrás Equipamentos Pesados S.A.";"9.962.930,87";"37.852.070,28";"34.558.884,34";"44.954,23";
"06/2024";"32000 - Ministério de Minas e Energia";"20302 - Nuclebrás Equipamentos Pesados S.A.";"52.016.665,42";"43.758.356,87";"36.110.275,95";"0,00";
"04/2024";"32000 - Ministério de Minas e Energia";"20302 - Nuclebrás Equipamentos Pesados S.A.";"23.102.134,32";"36.809.508,84";"39.020.405,36";"20.104,83";
"02/2024";"32000 - Ministério de Minas e Energia";"20302 - Nuclebrás Equipamentos Pesados S.A.";"3.766.845,33";"29.009.416,54";"28.599.526,62";"3.485.721,92";
"02/2024";"30000 - Ministério da Justiça e Segurança Pública";"30108 - Polícia Federal";"453.105.467,41";"687.120.390,14";"599.209.924,57";"85.150.046,35";
"04/2024";"30000 - Ministério da Justiça e Segurança Pública";"30108 - Polícia Federal";"275.653.105,89";"740.064.349,55";"814.992.570,18";"62.460.821,58";
"05/2024";"30000 - Ministério da Justiça e Segurança Pública";"30108 - Polícia Federal";"137.174.102,05";"737.715.047,47";"722.165.585,13";"14.867.846,47";
"03/2024";"30000 - Ministério da Justiça e Segurança Pública";"30108 - Polícia Federal";"963.987.185,25";"740.430.645,98";"690.264.780,10";"63.747.114,06";
"06/2024";"30000 - Ministério da Justiça e Segurança Pública";"30108 - Polícia Federal";"22.774.864,30";"906.309.805,19";"734.135.499,93";"19.578.276,32";
"07/2024";"30000 - Ministério da Justiça e Segurança Pública";"30108 - Polícia Federal";"1.344.915.602,99";"702.390.068,51";"731.401.352,13";"14.099.150,82";
"01/2024";"30000 - Ministério da Justiça e Segurança Pública";"30108 - Polícia Federal";"4.577.196.555,92";"636.148.105,47";"127.625.611,85";"546.978.172,95";
"03/2024";"30000 - Ministério da Justiça e Segurança Pública";"30802 - Polícia Rodoviária Federal";"21.419.106,38";"468.505.552,78";"469.850.234,66";"36.242.008,85";
"05/2024";"30000 - Ministério da Justiça e Segurança Pública";"30802 - Polícia Rodoviária Federal";"158.597.175,99";"480.589.238,45";"460.714.562,30";"30.147.041,24";
"07/2024";"30000 - Ministério da Justiça e Segurança Pública";"30802 - Polícia Rodoviária Federal";"76.118.370,56";"468.731.366,49";"435.041.544,86";"24.023.789,63";
"04/2024";"30000 - Ministério da Justiça e Segurança Pública";"30802 - Polícia Rodoviária Federal";"661.198.035,32";"464.707.747,03";"463.191.434,90";"30.592.996,81";
"02/2024";"30000 - Ministério da Justiça e Segurança Pública";"30802 - Polícia Rodoviária Federal";"143.953.092,06";"462.622.924,90";"454.598.093,22";"44.585.146,35";
"06/2024";"30000 - Ministério da Justiça e Segurança Pública";"30802 - Polícia Rodoviária Federal";"27.152.221,56";"586.016.248,73";"467.654.046,94";"30.519.148,30";
"01/2024";"30000 - Ministério da Justiça e Segurança Pública";"30802 - Polícia Rodoviária Federal";"5.458.121.015,55";"443.389.503,16";"137.196.365,40";"385.740.557,02";
"02/2024";"20000 - Presidência da República";"20101 - Presidência da República";"58.997.783,75";"92.402.471,06";"86.197.800,35";"49.779.095,63";
"05/2024";"20000 - Presidência da República";"20101 - Presidência da República";"165.720.985,42";"103.156.450,44";"106.944.482,82";"55.593.366,79";
"01/2024";"20000 - Presidência da República";"20101 - Presidência da República";"1.025.975.285,03";"84.630.880,13";"18.196.115,31";"131.382.799,62";
"03/2024";"20000 - Presidência da República";"20101 - Presidência da República";"39.590.012,38";"93.453.096,53";"99.131.016,48";"82.909.568,32";
"07/2024";"20000 - Presidência da República";"20101 - Presidência da República";"120.919.396,22";"132.595.767,68";"138.351.926,72";"23.048.580,48";
"04/2024";"20000 - Presidência da República";"20101 - Presidência da República";"148.700.122,43";"108.522.171,75";"97.318.862,10";"79.542.112,42";
"06/2024";"20000 - Presidência da República";"20101 - Presidência da República";"98.390.788,33";"148.708.403,02";"110.767.277,96";"34.208.115,18";
"03/2024";"69000 - Secretaria da Micro e Pequena Empresa";"69000 - Secretaria da Micro e Pequena Empresa - Unidades com vínculo direto";"17.330.844,87";"1.501.667,28";"1.254.076,75";"0,00";
"04/2024";"69000 - Secretaria da Micro e Pequena Empresa";"69000 - Secretaria da Micro e Pequena Empresa - Unidades com vínculo direto";"- 396.969,77";"9.316.506,54";"9.398.105,09";"5.411.095,72";
"05/2024";"69000 - Secretaria da Micro e Pequena Empresa";"69000 - Secretaria da Micro e Pequena Empresa - Unidades com vínculo direto";"4.522.461.306,90";"4.505.378.970,07";"4.505.386.458,61";"5.777.627,00";
"06/2024";"69000 - Secretaria da Micro e Pequena Empresa";"69000 - Secretaria da Micro e Pequena Empresa - Unidades com vínculo direto";"- 11.102.985,58";"3.494.011,38";"2.919.057,60";"0,00";
"07/2024";"69000 - Secretaria da Micro e Pequena Empresa";"69000 - Secretaria da Micro e Pequena Empresa - Unidades com vínculo direto";"- 81.687,48";"2.478.705,55";"3.028.385,22";"0,00";
"04/2024";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"44208 - Serviço Florestal Brasileiro";"2.170.591,12";"595.846,64";"518.460,22";"1.852.347,68";
"07/2024";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"44208 - Serviço Florestal Brasileiro";"25.068.363,57";"884.417,08";"589.649,77";"416.045,03";
"02/2024";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"44208 - Serviço Florestal Brasileiro";"4.079.676,07";"63.769,33";"58.418,42";"897.030,23";
"06/2024";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"44208 - Serviço Florestal Brasileiro";"810.636,06";"715.269,75";"895.158,70";"339.351,47";
"03/2024";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"44208 - Serviço Florestal Brasileiro";"883.665,19";"271.732,91";"214.188,54";"1.149.646,08";
"01/2024";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"44208 - Serviço Florestal Brasileiro";"741.764,16";"5.242,91";"5.242,91";"670.362,05";
"05/2024";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"44208 - Serviço Florestal Brasileiro";"1.256.869,39";"2.538.508,44";"2.065.799,62";"512.513,44";
"03/2024";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"20603 - Superintendência da Zona Franca de Manaus";"- 22.069.318,38";"11.626.177,39";"11.695.268,25";"672.439,91";
"07/2024";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"20603 - Superintendência da Zona Franca de Manaus";"3.818.937,43";"10.324.923,55";"10.493.518,03";"495,83";
"06/2024";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"20603 - Superintendência da Zona Franca de Manaus";"19.819,92";"14.015.597,78";"12.392.934,27";"11.307,59";
"05/2024";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"20603 - Superintendência da Zona Franca de Manaus";"14.009.462,82";"12.106.836,75";"11.600.884,82";"14.043,65";
"01/2024";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"20603 - Superintendência da Zona Franca de Manaus";"99.844.624,05";"8.349.668,72";"1.793.090,42";"11.937.271,14";
"02/2024";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"20603 - Superintendência da Zona Franca de Manaus";"30.835.066,48";"9.498.398,82";"8.387.484,81";"2.323.541,12";
"04/2024";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"20603 - Superintendência da Zona Franca de Manaus";"26.594.489,93";"10.521.154,42";"10.706.901,30";"136.033,15";
"02/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53207 - Superintendência de Desenvolvimento do Centro-Oeste";"5.658.752,75";"1.510.403,66";"1.416.272,99";"977.035,97";
"04/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53207 - Superintendência de Desenvolvimento do Centro-Oeste";"973.370,40";"2.220.058,88";"2.205.463,39";"1.149.537,20";
"05/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53207 - Superintendência de Desenvolvimento do Centro-Oeste";"23.476.100,91";"2.052.282,23";"2.045.070,61";"4.102.522,10";
"07/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53207 - Superintendência de Desenvolvimento do Centro-Oeste";"26.942.100,06";"4.225.113,51";"4.451.952,95";"16.920.645,27";
"06/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53207 - Superintendência de Desenvolvimento do Centro-Oeste";"44.368.787,07";"2.509.583,00";"2.201.634,55";"23.951.157,43";
"01/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53207 - Superintendência de Desenvolvimento do Centro-Oeste";"16.846.188,20";"1.011.673,41";"163.919,46";"1.389.302,60";
"03/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53207 - Superintendência de Desenvolvimento do Centro-Oeste";"656.694,78";"1.893.307,83";"1.807.808,73";"3.568.477,87";
"01/2024";"25000 - Ministério da Fazenda";"25208 - Superintendência de Seguros Privados";"241.197.328,72";"19.027.324,81";"2.786.889,49";"20.002.200,49";
"07/2024";"25000 - Ministério da Fazenda";"25208 - Superintendência de Seguros Privados";"1.304.996,16";"19.761.144,59";"22.320.698,05";"14.480,36";
"03/2024";"25000 - Ministério da Fazenda";"25208 - Superintendência de Seguros Privados";"1.808.816,85";"20.055.869,38";"19.128.261,44";"405.037,63";
"06/2024";"25000 - Ministério da Fazenda";"25208 - Superintendência de Seguros Privados";"2.343.930,88";"25.021.326,86";"20.451.636,98";"29.441,61";
"02/2024";"25000 - Ministério da Fazenda";"25208 - Superintendência de Seguros Privados";"2.224.911,38";"19.082.301,86";"19.676.032,58";"533.821,85";
"04/2024";"25000 - Ministério da Fazenda";"25208 - Superintendência de Seguros Privados";"2.224.828,84";"19.804.964,39";"19.860.005,15";"129.927,95";
"05/2024";"25000 - Ministério da Fazenda";"25208 - Superintendência de Seguros Privados";"2.674.703,63";"20.489.834,45";"20.232.890,20";"49.174,62";
"05/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53202 - Superintendência do Desenvolvimento da Amazônia";"4.130.319,09";"3.614.862,46";"3.459.949,71";"3.199.485,51";
"03/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53202 - Superintendência do Desenvolvimento da Amazônia";"2.876.034,02";"3.009.618,68";"2.969.063,04";"11.864.112,71";
"01/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53202 - Superintendência do Desenvolvimento da Amazônia";"5.798.083,32";"2.766.099,09";"724.658,74";"3.398.404,11";
"06/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53202 - Superintendência do Desenvolvimento da Amazônia";"7.493.462,78";"4.332.400,01";"3.494.610,02";"5.538.549,34";
"02/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53202 - Superintendência do Desenvolvimento da Amazônia";"3.357.552,17";"3.075.087,01";"3.108.038,27";"2.090.863,28";
"04/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53202 - Superintendência do Desenvolvimento da Amazônia";"4.225.477,63";"3.194.747,81";"3.177.330,24";"27.782.211,24";
"07/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53202 - Superintendência do Desenvolvimento da Amazônia";"3.363.084,52";"3.301.212,57";"3.961.423,74";"18.363.166,26";
"04/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53203 - Superintendência do Desenvolvimento do Nordeste";"6.401.411,45";"4.093.165,68";"4.116.775,89";"3.330.649,87";
"05/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53203 - Superintendência do Desenvolvimento do Nordeste";"4.655.482,76";"4.538.169,12";"4.179.197,31";"2.012.363,01";
"03/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53203 - Superintendência do Desenvolvimento do Nordeste";"3.359.546,78";"3.773.022,75";"3.710.387,71";"1.005.460,44";
"07/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53203 - Superintendência do Desenvolvimento do Nordeste";"3.820.126,52";"4.538.374,31";"4.642.595,60";"8.120.567,36";
"01/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53203 - Superintendência do Desenvolvimento do Nordeste";"6.696.454,37";"3.355.871,70";"606.714,97";"5.523.527,14";
"06/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53203 - Superintendência do Desenvolvimento do Nordeste";"7.179.083,04";"5.310.979,27";"4.874.246,55";"9.209.288,85";
"02/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53203 - Superintendência do Desenvolvimento do Nordeste";"4.765.015,48";"3.550.535,52";"3.637.930,39";"159.929,16";
"07/2024";"33000 - Ministério da Previdência Social";"33206 - Superintendência Nacional de Previdência Complementar";"1.162.180,48";"3.287.027,34";"3.036.038,49";"79.480,00";
"01/2024";"33000 - Ministério da Previdência Social";"33206 - Superintendência Nacional de Previdência Complementar";"27.858.303,66";"2.587.075,38";"688.569,86";"2.667.864,94";
"05/2024";"33000 - Ministério da Previdência Social";"33206 - Superintendência Nacional de Previdência Complementar";"203.852,91";"3.124.968,78";"3.324.067,89";"736.000,00";
"04/2024";"33000 - Ministério da Previdência Social";"33206 - Superintendência Nacional de Previdência Complementar";"429.596,33";"2.857.819,66";"3.105.000,97";"15.317,81";
"06/2024";"33000 - Ministério da Previdência Social";"33206 - Superintendência Nacional de Previdência Complementar";"54.000,00";"3.774.313,78";"3.336.553,54";"72.400,25";
"03/2024";"33000 - Ministério da Previdência Social";"33206 - Superintendência Nacional de Previdência Complementar";"102.162,58";"2.818.294,55";"3.016.271,85";"714.914,94";
"02/2024";"33000 - Ministério da Previdência Social";"33206 - Superintendência Nacional de Previdência Complementar";"4.861.705,00";"3.475.963,32";"2.881.291,66";"297.085,96";
"07/2024";"41000 - Ministério das Comunicações";"24216 - Telecomunicações Brasileiras S.A.";"37.602,66";"28.094.382,88";"30.499.327,62";"6.357.086,90";
"04/2024";"41000 - Ministério das Comunicações";"24216 - Telecomunicações Brasileiras S.A.";"71.675.083,92";"24.232.570,33";"43.754.895,47";"11.306.869,41";
"01/2024";"41000 - Ministério das Comunicações";"24216 - Telecomunicações Brasileiras S.A.";"157.619.250,53";"31.788.331,77";"16.803.126,37";"20.603.574,00";
"02/2024";"41000 - Ministério das Comunicações";"24216 - Telecomunicações Brasileiras S.A.";"144.237.293,00";"47.036.446,76";"21.182.866,33";"3.396.459,51";
"06/2024";"41000 - Ministério das Comunicações";"24216 - Telecomunicações Brasileiras S.A.";"84.302.888,00";"35.000.666,67";"40.381.403,56";"2.338.147,05";
"03/2024";"41000 - Ministério das Comunicações";"24216 - Telecomunicações Brasileiras S.A.";"- 120.156.913,98";"18.778.961,06";"23.024.055,23";"3.193.384,68";
"05/2024";"41000 - Ministério das Comunicações";"24216 - Telecomunicações Brasileiras S.A.";"163.077.141,13";"62.947.215,14";"53.745.915,63";"5.788.088,89";
"05/2024";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"4.059.800,65";"15.645.946,39";"15.183.517,10";"1.758.960,66";
"07/2024";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"79.029.224,55";"13.770.190,17";"15.627.285,30";"869.547,22";
"04/2024";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"12.001.511,05";"14.609.203,53";"14.365.889,72";"661.468,19";
"01/2024";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"69.056.858,15";"12.148.704,30";"2.162.437,79";"16.091.897,18";
"02/2024";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"12.989.209,58";"13.540.192,09";"11.652.988,57";"3.701.167,90";
"03/2024";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"- 2.160.001,00";"14.032.973,69";"13.042.949,45";"1.545.754,80";
"06/2024";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"950.413,31";"18.499.133,27";"15.915.251,86";"496.849,63";
